UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
100654, 0,"R",263,"R",55,"R",76,"R",94,"R",33,"R",0,"R",5
100654,10,"R",263,"R",55,"R",76,"R",94,"R",33,"R",0,"R",5
100654,20,"R",119,"R",50,"R",54,"R",15,"R",0,"R",0,"R",0
100654,30,"R",46,"R",3,"R",8,"R",35,"R",0,"R",0,"R",0
100654,40,"R",98,"R",2,"R",14,"R",44,"R",33,"R",0,"R",5
100654,41,"R",96,"R",2,"R",14,"R",43,"R",32,"R",0,"R",5
100654,42,"R",2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0
100663, 0,"R",2244,"R",653,"R",595,"R",777,"R",219,"R",0,"R",0
100663,10,"R",2244,"R",653,"R",595,"R",777,"R",219,"R",0,"R",0
100663,20,"R",831,"R",530,"R",298,"R",3,"R",0,"R",0,"R",0
100663,30,"R",457,"R",21,"R",76,"R",360,"R",0,"R",0,"R",0
100663,40,"R",956,"R",102,"R",221,"R",414,"R",219,"R",0,"R",0
100663,42,"R",956,"R",102,"R",221,"R",414,"R",219,"R",0,"R",0
100690, 0,"R",41,"R",0,"R",0,"R",0,"R",41,"R",0,"R",0
100690,10,"R",41,"R",0,"R",0,"R",0,"R",41,"R",0,"R",0
100690,40,"R",41,"R",0,"R",0,"R",0,"R",41,"R",0,"R",0
100690,42,"R",41,"R",0,"R",0,"R",0,"R",41,"R",0,"R",0
100706, 0,"R",312,"R",76,"R",91,"R",93,"R",12,"R",40,"R",0
100706,10,"R",312,"R",76,"R",91,"R",93,"R",12,"R",40,"R",0
100706,20,"R",153,"R",74,"R",78,"R",1,"R",0,"R",0,"R",0
100706,30,"R",76,"R",0,"R",7,"R",69,"R",0,"R",0,"R",0
100706,40,"R",83,"R",2,"R",6,"R",23,"R",12,"R",40,"R",0
100706,41,"R",77,"R",2,"R",6,"R",21,"R",12,"R",36,"R",0
100706,42,"R",6,"R",0,"R",0,"R",2,"R",0,"R",4,"R",0
100724, 0,"R",274,"R",56,"R",65,"R",92,"R",50,"R",0,"R",11
100724,10,"R",263,"R",56,"R",65,"R",92,"R",50,"R",0,"R",0
100724,20,"R",110,"R",55,"R",41,"R",14,"R",0,"R",0,"R",0
100724,30,"R",71,"R",1,"R",19,"R",51,"R",0,"R",0,"R",0
100724,40,"R",82,"R",0,"R",5,"R",27,"R",50,"R",0,"R",0
100724,42,"R",82,"R",0,"R",5,"R",27,"R",50,"R",0,"R",0
100724,50,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
100751, 0,"R",1252,"R",331,"R",318,"R",328,"R",263,"R",12,"R",0
100751,10,"R",1252,"R",331,"R",318,"R",328,"R",263,"R",12,"R",0
100751,20,"R",597,"R",312,"R",278,"R",7,"R",0,"R",0,"R",0
100751,30,"R",261,"R",2,"R",15,"R",244,"R",0,"R",0,"R",0
100751,40,"R",394,"R",17,"R",25,"R",77,"R",263,"R",12,"R",0
100751,42,"R",394,"R",17,"R",25,"R",77,"R",263,"R",12,"R",0
100760, 0,"R",59,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59
100760,10,"R",59,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59
100760,20,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37
100760,30,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
100760,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
100760,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
100812, 0,"R",84,"R",17,"R",27,"R",37,"R",3,"R",0,"R",0
100812,10,"R",84,"R",17,"R",27,"R",37,"R",3,"R",0,"R",0
100812,20,"R",68,"R",17,"R",26,"R",22,"R",3,"R",0,"R",0
100812,30,"R",16,"R",0,"R",1,"R",15,"R",0,"R",0,"R",0
100830, 0,"R",203,"R",53,"R",67,"R",61,"R",14,"R",8,"R",0
100830,10,"R",203,"R",53,"R",67,"R",61,"R",14,"R",8,"R",0
100830,20,"R",103,"R",53,"R",44,"R",6,"R",0,"R",0,"R",0
100830,30,"R",67,"R",0,"R",21,"R",45,"R",1,"R",0,"R",0
100830,40,"R",33,"R",0,"R",2,"R",10,"R",13,"R",8,"R",0
100830,41,"R",14,"R",0,"R",2,"R",9,"R",2,"R",1,"R",0
100830,42,"R",14,"R",0,"R",0,"R",0,"R",11,"R",3,"R",0
100830,43,"R",5,"R",0,"R",0,"R",1,"R",0,"R",4,"R",0
100858, 0,"R",1184,"R",442,"R",403,"R",241,"R",89,"R",9,"R",0
100858,10,"R",1184,"R",442,"R",403,"R",241,"R",89,"R",9,"R",0
100858,20,"R",807,"R",434,"R",364,"R",9,"R",0,"R",0,"R",0
100858,30,"R",217,"R",2,"R",16,"R",199,"R",0,"R",0,"R",0
100858,40,"R",160,"R",6,"R",23,"R",33,"R",89,"R",9,"R",0
100858,43,"R",160,"R",6,"R",23,"R",33,"R",89,"R",9,"R",0
100937, 0,"R",86,"R",33,"R",22,"R",25,"R",4,"R",2,"R",0
100937,10,"R",86,"R",33,"R",22,"R",25,"R",4,"R",2,"R",0
100937,20,"R",55,"R",33,"R",22,"R",0,"R",0,"R",0,"R",0
100937,30,"R",25,"R",0,"R",0,"R",25,"R",0,"R",0,"R",0
100937,40,"R",6,"R",0,"R",0,"R",0,"R",4,"R",2,"R",0
100937,42,"R",6,"R",0,"R",0,"R",0,"R",4,"R",2,"R",0
101028, 0,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36
101028,10,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36
101028,20,"R",22,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22
101028,30,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
101028,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101028,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101028,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101073, 0,"R",21,"R",1,"R",6,"R",13,"R",1,"R",0,"R",0
101073,10,"R",21,"R",1,"R",6,"R",13,"R",1,"R",0,"R",0
101073,40,"R",21,"R",1,"R",6,"R",13,"R",1,"R",0,"R",0
101073,42,"R",21,"R",1,"R",6,"R",13,"R",1,"R",0,"R",0
101116, 0,"R",12,"R",0,"R",0,"R",5,"R",7,"R",0,"R",0
101116,10,"R",12,"R",0,"R",0,"R",5,"R",7,"R",0,"R",0
101116,40,"R",12,"R",0,"R",0,"R",5,"R",7,"R",0,"R",0
101116,41,"R",12,"R",0,"R",0,"R",5,"R",7,"R",0,"R",0
101143, 0,"R",69,"R",0,"R",0,"R",0,"R",0,"R",0,"R",69
101143,10,"R",69,"R",0,"R",0,"R",0,"R",0,"R",0,"R",69
101143,20,"R",54,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54
101143,30,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101161, 0,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82
101161,10,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82
101161,20,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62
101161,30,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
101161,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101161,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101189, 0,"R",111,"R",43,"R",20,"R",39,"R",3,"R",4,"R",2
101189,10,"R",111,"R",43,"R",20,"R",39,"R",3,"R",4,"R",2
101189,20,"R",53,"R",42,"R",9,"R",2,"R",0,"R",0,"R",0
101189,30,"R",38,"R",0,"R",8,"R",28,"R",1,"R",0,"R",1
101189,40,"R",20,"R",1,"R",3,"R",9,"R",2,"R",4,"R",1
101189,42,"R",20,"R",1,"R",3,"R",9,"R",2,"R",4,"R",1
101240, 0,"R",150,"R",0,"R",0,"R",0,"R",0,"R",0,"R",150
101240,10,"R",150,"R",0,"R",0,"R",0,"R",0,"R",0,"R",150
101240,20,"R",122,"R",0,"R",0,"R",0,"R",0,"R",0,"R",122
101240,30,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28
101286, 0,"R",131,"R",0,"R",0,"R",0,"R",0,"R",0,"R",131
101286,10,"R",131,"R",0,"R",0,"R",0,"R",0,"R",0,"R",131
101286,20,"R",96,"R",0,"R",0,"R",0,"R",0,"R",0,"R",96
101286,30,"R",34,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34
101286,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101286,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101295, 0,"R",128,"R",0,"R",0,"R",0,"R",0,"R",0,"R",128
101295,10,"R",124,"R",0,"R",0,"R",0,"R",0,"R",0,"R",124
101295,20,"R",86,"R",0,"R",0,"R",0,"R",0,"R",0,"R",86
101295,30,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38
101295,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101301, 0,"R",55,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55
101301,10,"R",55,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55
101301,20,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33
101301,30,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101301,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101301,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101365, 0,"R",8,"R",3,"R",4,"R",1,"R",0,"R",0,"R",0
101365,10,"R",8,"R",3,"R",4,"R",1,"R",0,"R",0,"R",0
101365,40,"R",8,"R",3,"R",4,"R",1,"R",0,"R",0,"R",0
101365,41,"R",8,"R",3,"R",4,"R",1,"R",0,"R",0,"R",0
101435, 0,"R",41,"R",8,"R",9,"R",23,"R",1,"R",0,"R",0
101435,10,"R",41,"R",8,"R",9,"R",23,"R",1,"R",0,"R",0
101435,20,"R",17,"R",8,"R",9,"R",0,"R",0,"R",0,"R",0
101435,30,"R",19,"R",0,"R",0,"R",19,"R",0,"R",0,"R",0
101435,40,"R",5,"R",0,"R",0,"R",4,"R",1,"R",0,"R",0
101435,42,"R",5,"R",0,"R",0,"R",4,"R",1,"R",0,"R",0
101453, 0,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101453,10,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101453,40,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101453,42,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101462, 0,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30
101462,10,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30
101462,20,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
101462,30,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
101462,40,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101462,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101462,43,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101471, 0,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
101471,10,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
101471,20,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30
101471,30,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101471,40,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101471,42,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101480, 0,"R",318,"R",91,"R",76,"R",60,"R",91,"R",0,"R",0
101480,10,"R",318,"R",91,"R",76,"R",60,"R",91,"R",0,"R",0
101480,20,"R",150,"R",87,"R",59,"R",4,"R",0,"R",0,"R",0
101480,30,"R",79,"R",4,"R",17,"R",56,"R",2,"R",0,"R",0
101480,40,"R",89,"R",0,"R",0,"R",0,"R",89,"R",0,"R",0
101480,42,"R",89,"R",0,"R",0,"R",0,"R",89,"R",0,"R",0
101499, 0,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
101499,10,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
101499,20,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25
101499,30,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101505, 0,"R",144,"R",0,"R",0,"R",0,"R",0,"R",0,"R",144
101505,10,"R",144,"R",0,"R",0,"R",0,"R",0,"R",0,"R",144
101505,20,"R",112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",112
101505,30,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32
101514, 0,"R",143,"R",0,"R",0,"R",0,"R",0,"R",0,"R",143
101514,10,"R",143,"R",0,"R",0,"R",0,"R",0,"R",0,"R",143
101514,20,"R",94,"R",0,"R",0,"R",0,"R",0,"R",0,"R",94
101514,30,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45
101514,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101514,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101541, 0,"R",27,"R",5,"R",7,"R",12,"R",1,"R",0,"R",2
101541,10,"R",27,"R",5,"R",7,"R",12,"R",1,"R",0,"R",2
101541,20,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0
101541,30,"R",21,"R",1,"R",7,"R",12,"R",1,"R",0,"R",0
101541,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101541,41,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101569, 0,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82
101569,10,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82
101569,20,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73
101569,30,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101587, 0,"R",116,"R",16,"R",24,"R",57,"R",14,"R",5,"R",0
101587,10,"R",116,"R",16,"R",24,"R",57,"R",14,"R",5,"R",0
101587,20,"R",50,"R",15,"R",23,"R",12,"R",0,"R",0,"R",0
101587,30,"R",35,"R",1,"R",1,"R",33,"R",0,"R",0,"R",0
101587,40,"R",31,"R",0,"R",0,"R",12,"R",14,"R",5,"R",0
101587,42,"R",31,"R",0,"R",0,"R",12,"R",14,"R",5,"R",0
101602, 0,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57
101602,10,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57
101602,20,"R",46,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46
101602,30,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101602,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101602,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101648, 0,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18
101648,10,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18
101648,20,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14
101648,30,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101675, 0,"R",101,"R",9,"R",15,"R",24,"R",53,"R",0,"R",0
101675,10,"R",101,"R",9,"R",15,"R",24,"R",53,"R",0,"R",0
101675,20,"R",8,"R",6,"R",1,"R",1,"R",0,"R",0,"R",0
101675,30,"R",93,"R",3,"R",14,"R",23,"R",53,"R",0,"R",0
101693, 0,"R",85,"R",17,"R",18,"R",37,"R",9,"R",0,"R",4
101693,10,"R",83,"R",17,"R",18,"R",37,"R",9,"R",0,"R",2
101693,20,"R",8,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0
101693,30,"R",40,"R",9,"R",11,"R",20,"R",0,"R",0,"R",0
101693,40,"R",35,"R",0,"R",7,"R",17,"R",9,"R",0,"R",2
101693,42,"R",35,"R",0,"R",7,"R",17,"R",9,"R",0,"R",2
101693,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101709, 0,"R",136,"R",42,"R",41,"R",49,"R",4,"R",0,"R",0
101709,10,"R",136,"R",42,"R",41,"R",49,"R",4,"R",0,"R",0
101709,20,"R",88,"R",42,"R",40,"R",6,"R",0,"R",0,"R",0
101709,30,"R",47,"R",0,"R",1,"R",43,"R",3,"R",0,"R",0
101709,40,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
101709,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
101736, 0,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"R",77
101736,10,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"R",77
101736,20,"R",63,"R",0,"R",0,"R",0,"R",0,"R",0,"R",63
101736,30,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
101736,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101736,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101879, 0,"R",224,"R",73,"R",41,"R",77,"R",29,"R",0,"R",4
101879,10,"R",220,"R",73,"R",41,"R",77,"R",29,"R",0,"R",0
101879,20,"R",134,"R",73,"R",37,"R",24,"R",0,"R",0,"R",0
101879,30,"R",47,"R",0,"R",2,"R",44,"R",1,"R",0,"R",0
101879,40,"R",39,"R",0,"R",2,"R",9,"R",28,"R",0,"R",0
101879,41,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0
101879,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
101879,43,"R",37,"R",0,"R",1,"R",9,"R",27,"R",0,"R",0
101879,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101897, 0,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58
101897,10,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58
101897,20,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38
101897,40,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101897,42,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101912, 0,"R",110,"R",26,"R",39,"R",43,"R",2,"R",0,"R",0
101912,10,"R",110,"R",26,"R",39,"R",43,"R",2,"R",0,"R",0
101912,20,"R",21,"R",14,"R",6,"R",1,"R",0,"R",0,"R",0
101912,30,"R",57,"R",8,"R",26,"R",23,"R",0,"R",0,"R",0
101912,40,"R",32,"R",4,"R",7,"R",19,"R",2,"R",0,"R",0
101912,42,"R",32,"R",4,"R",7,"R",19,"R",2,"R",0,"R",0
101949, 0,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
101949,10,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
101949,20,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26
101949,30,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101994, 0,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
101994,10,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
101994,20,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101994,30,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
102030, 0,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"R",85
102030,10,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"R",85
102030,20,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45
102030,30,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
102030,40,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32
102030,42,"R",31,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31
102030,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102049, 0,"R",300,"R",99,"R",85,"R",97,"R",19,"R",0,"R",0
102049,10,"R",300,"R",99,"R",85,"R",97,"R",19,"R",0,"R",0
102049,20,"R",152,"R",94,"R",55,"R",3,"R",0,"R",0,"R",0
102049,30,"R",68,"R",2,"R",21,"R",45,"R",0,"R",0,"R",0
102049,40,"R",80,"R",3,"R",9,"R",49,"R",19,"R",0,"R",0
102049,42,"R",17,"R",1,"R",3,"R",11,"R",2,"R",0,"R",0
102049,43,"R",63,"R",2,"R",6,"R",38,"R",17,"R",0,"R",0
102058, 0,"R",51,"R",1,"R",1,"R",3,"R",21,"R",12,"R",13
102058,10,"R",38,"R",1,"R",1,"R",3,"R",21,"R",12,"R",0
102058,40,"R",38,"R",1,"R",1,"R",3,"R",21,"R",12,"R",0
102058,42,"R",29,"R",1,"R",1,"R",3,"R",18,"R",6,"R",0
102058,43,"R",9,"R",0,"R",0,"R",0,"R",3,"R",6,"R",0
102058,50,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
102067, 0,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92
102067,10,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92
102067,20,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74
102067,30,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
102067,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102067,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102076, 0,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
102076,10,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
102076,20,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30
102076,30,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
102076,40,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
102076,42,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
102094, 0,"R",755,"R",192,"R",171,"R",264,"R",126,"R",2,"R",0
102094,10,"R",755,"R",192,"R",171,"R",264,"R",126,"R",2,"R",0
102094,20,"R",281,"R",153,"R",121,"R",7,"R",0,"R",0,"R",0
102094,30,"R",128,"R",6,"R",5,"R",117,"R",0,"R",0,"R",0
102094,40,"R",346,"R",33,"R",45,"R",140,"R",126,"R",2,"R",0
102094,42,"R",346,"R",33,"R",45,"R",140,"R",126,"R",2,"R",0
102234, 0,"R",73,"R",13,"R",31,"R",26,"R",3,"R",0,"R",0
102234,10,"R",73,"R",13,"R",31,"R",26,"R",3,"R",0,"R",0
102234,20,"R",39,"R",13,"R",26,"R",0,"R",0,"R",0,"R",0
102234,30,"R",28,"R",0,"R",5,"R",23,"R",0,"R",0,"R",0
102234,40,"R",6,"R",0,"R",0,"R",3,"R",3,"R",0,"R",0
102234,42,"R",6,"R",0,"R",0,"R",3,"R",3,"R",0,"R",0
102261, 0,"R",7,"R",3,"R",1,"R",3,"R",0,"R",0,"R",0
102261,10,"R",7,"R",3,"R",1,"R",3,"R",0,"R",0,"R",0
102261,40,"R",7,"R",3,"R",1,"R",3,"R",0,"R",0,"R",0
102261,42,"R",7,"R",3,"R",1,"R",3,"R",0,"R",0,"R",0
102270, 0,"R",58,"R",6,"R",21,"R",27,"R",1,"R",0,"R",3
102270,10,"R",55,"R",6,"R",21,"R",27,"R",1,"R",0,"R",0
102270,20,"R",20,"R",3,"R",14,"R",3,"R",0,"R",0,"R",0
102270,30,"R",35,"R",3,"R",7,"R",24,"R",1,"R",0,"R",0
102270,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102298, 0,"R",43,"R",8,"R",12,"R",10,"R",13,"R",0,"R",0
102298,10,"R",43,"R",8,"R",12,"R",10,"R",13,"R",0,"R",0
102298,20,"R",10,"R",7,"R",3,"R",0,"R",0,"R",0,"R",0
102298,30,"R",33,"R",1,"R",9,"R",10,"R",13,"R",0,"R",0
102313, 0,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"R",67
102313,10,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"R",67
102313,20,"R",51,"R",0,"R",0,"R",0,"R",0,"R",0,"R",51
102313,30,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14
102313,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102313,43,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102368, 0,"R",491,"R",58,"R",107,"R",203,"R",5,"R",117,"R",1
102368,10,"R",491,"R",58,"R",107,"R",203,"R",5,"R",117,"R",1
102368,20,"R",166,"R",49,"R",62,"R",53,"R",2,"R",0,"R",0
102368,30,"R",86,"R",1,"R",0,"R",4,"R",0,"R",81,"R",0
102368,40,"R",239,"R",8,"R",45,"R",146,"R",3,"R",36,"R",1
102368,41,"R",239,"R",8,"R",45,"R",146,"R",3,"R",36,"R",1
102377, 0,"R",270,"R",55,"R",51,"R",111,"R",35,"R",10,"R",8
102377,10,"R",263,"R",55,"R",51,"R",111,"R",35,"R",10,"R",1
102377,20,"R",83,"R",42,"R",30,"R",9,"R",1,"R",0,"R",1
102377,30,"R",82,"R",4,"R",7,"R",60,"R",10,"R",1,"R",0
102377,40,"R",98,"R",9,"R",14,"R",42,"R",24,"R",9,"R",0
102377,42,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
102377,43,"R",97,"R",9,"R",14,"R",41,"R",24,"R",9,"R",0
102377,50,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
102395, 0,"R",7,"R",1,"R",1,"R",4,"R",1,"R",0,"R",0
102395,10,"R",7,"R",1,"R",1,"R",4,"R",1,"R",0,"R",0
102395,40,"R",7,"R",1,"R",1,"R",4,"R",1,"R",0,"R",0
102395,41,"R",7,"R",1,"R",1,"R",4,"R",1,"R",0,"R",0
102429, 0,"R",111,"R",0,"R",0,"R",0,"R",0,"R",0,"R",111
102429,10,"R",111,"R",0,"R",0,"R",0,"R",0,"R",0,"R",111
102429,20,"R",89,"R",0,"R",0,"R",0,"R",0,"R",0,"R",89
102429,30,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
102429,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102429,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102553, 0,"R",546,"R",111,"R",139,"R",234,"R",59,"R",0,"R",3
102553,10,"R",543,"R",111,"R",139,"R",234,"R",59,"R",0,"R",0
102553,20,"R",237,"R",109,"R",123,"R",5,"R",0,"R",0,"R",0
102553,30,"R",147,"R",1,"R",12,"R",131,"R",3,"R",0,"R",0
102553,40,"R",159,"R",1,"R",4,"R",98,"R",56,"R",0,"R",0
102553,41,"R",73,"R",1,"R",3,"R",39,"R",30,"R",0,"R",0
102553,42,"R",80,"R",0,"R",1,"R",55,"R",24,"R",0,"R",0
102553,43,"R",6,"R",0,"R",0,"R",4,"R",2,"R",0,"R",0
102553,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102614, 0,"R",416,"R",85,"R",116,"R",173,"R",39,"R",0,"R",3
102614,10,"R",415,"R",85,"R",116,"R",173,"R",39,"R",0,"R",2
102614,20,"R",185,"R",83,"R",102,"R",0,"R",0,"R",0,"R",0
102614,30,"R",115,"R",0,"R",8,"R",107,"R",0,"R",0,"R",0
102614,40,"R",115,"R",2,"R",6,"R",66,"R",39,"R",0,"R",2
102614,41,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
