UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
100654, 0,"R",241,"R",48,"R",61,"R",95,"R",37,"R",0,"R",0
100654,10,"R",241,"R",48,"R",61,"R",95,"R",37,"R",0,"R",0
100654,20,"R",108,"R",44,"R",49,"R",15,"R",0,"R",0,"R",0
100654,30,"R",44,"R",1,"R",5,"R",35,"R",3,"R",0,"R",0
100654,40,"R",89,"R",3,"R",7,"R",45,"R",34,"R",0,"R",0
100654,42,"R",89,"R",3,"R",7,"R",45,"R",34,"R",0,"R",0
100663, 0,"R",2110,"R",624,"R",561,"R",740,"R",185,"R",0,"R",0
100663,10,"R",2110,"R",624,"R",561,"R",740,"R",185,"R",0,"R",0
100663,20,"R",799,"R",512,"R",283,"R",4,"R",0,"R",0,"R",0
100663,30,"R",447,"R",18,"R",83,"R",345,"R",1,"R",0,"R",0
100663,40,"R",864,"R",94,"R",195,"R",391,"R",184,"R",0,"R",0
100663,42,"R",864,"R",94,"R",195,"R",391,"R",184,"R",0,"R",0
100690, 0,"R",38,"R",0,"R",0,"R",0,"R",38,"R",0,"R",0
100690,10,"R",38,"R",0,"R",0,"R",0,"R",38,"R",0,"R",0
100690,40,"R",38,"R",0,"R",0,"R",0,"R",38,"R",0,"R",0
100690,42,"R",38,"R",0,"R",0,"R",0,"R",38,"R",0,"R",0
100706, 0,"R",314,"R",80,"R",95,"R",84,"R",14,"R",41,"R",0
100706,10,"R",314,"R",80,"R",95,"R",84,"R",14,"R",41,"R",0
100706,20,"R",156,"R",77,"R",78,"R",1,"R",0,"R",0,"R",0
100706,30,"R",67,"R",1,"R",8,"R",58,"R",0,"R",0,"R",0
100706,40,"R",91,"R",2,"R",9,"R",25,"R",14,"R",41,"R",0
100706,41,"R",76,"R",2,"R",7,"R",20,"R",11,"R",36,"R",0
100706,42,"R",15,"R",0,"R",2,"R",5,"R",3,"R",5,"R",0
100724, 0,"R",276,"R",64,"R",65,"R",89,"R",58,"R",0,"R",0
100724,10,"R",276,"R",64,"R",65,"R",89,"R",58,"R",0,"R",0
100724,20,"R",112,"R",62,"R",41,"R",7,"R",2,"R",0,"R",0
100724,30,"R",80,"R",2,"R",19,"R",58,"R",1,"R",0,"R",0
100724,40,"R",84,"R",0,"R",5,"R",24,"R",55,"R",0,"R",0
100724,42,"R",84,"R",0,"R",5,"R",24,"R",55,"R",0,"R",0
100751, 0,"R",1239,"R",338,"R",309,"R",327,"R",253,"R",12,"R",0
100751,10,"R",1239,"R",338,"R",309,"R",327,"R",253,"R",12,"R",0
100751,20,"R",595,"R",322,"R",265,"R",8,"R",0,"R",0,"R",0
100751,30,"R",270,"R",1,"R",18,"R",251,"R",0,"R",0,"R",0
100751,40,"R",374,"R",15,"R",26,"R",68,"R",253,"R",12,"R",0
100751,42,"R",374,"R",15,"R",26,"R",68,"R",253,"R",12,"R",0
100760, 0,"R",58,"R",0,"R",0,"R",0,"R",57,"R",0,"R",1
100760,10,"R",58,"R",0,"R",0,"R",0,"R",57,"R",0,"R",1
100760,20,"R",44,"R",0,"R",0,"R",0,"R",44,"R",0,"R",0
100760,30,"R",13,"R",0,"R",0,"R",0,"R",13,"R",0,"R",0
100760,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
100760,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
100812, 0,"R",88,"R",20,"R",26,"R",39,"R",3,"R",0,"R",0
100812,10,"R",88,"R",20,"R",26,"R",39,"R",3,"R",0,"R",0
100812,20,"R",68,"R",20,"R",23,"R",22,"R",3,"R",0,"R",0
100812,30,"R",20,"R",0,"R",3,"R",17,"R",0,"R",0,"R",0
100830, 0,"R",198,"R",49,"R",67,"R",61,"R",17,"R",2,"R",2
100830,10,"R",198,"R",49,"R",67,"R",61,"R",17,"R",2,"R",2
100830,20,"R",104,"R",48,"R",49,"R",6,"R",0,"R",0,"R",1
100830,30,"R",67,"R",1,"R",16,"R",49,"R",1,"R",0,"R",0
100830,40,"R",27,"R",0,"R",2,"R",6,"R",16,"R",2,"R",1
100830,41,"R",12,"R",0,"R",2,"R",5,"R",4,"R",0,"R",1
100830,42,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
100830,43,"R",4,"R",0,"R",0,"R",1,"R",1,"R",2,"R",0
100858, 0,"R",1192,"R",443,"R",397,"R",249,"R",96,"R",7,"R",0
100858,10,"R",1192,"R",443,"R",397,"R",249,"R",96,"R",7,"R",0
100858,20,"R",809,"R",436,"R",364,"R",9,"R",0,"R",0,"R",0
100858,30,"R",232,"R",2,"R",14,"R",216,"R",0,"R",0,"R",0
100858,40,"R",151,"R",5,"R",19,"R",24,"R",96,"R",7,"R",0
100858,43,"R",151,"R",5,"R",19,"R",24,"R",96,"R",7,"R",0
100937, 0,"R",84,"R",31,"R",22,"R",23,"R",3,"R",5,"R",0
100937,10,"R",84,"R",31,"R",22,"R",23,"R",3,"R",5,"R",0
100937,20,"R",53,"R",31,"R",22,"R",0,"R",0,"R",0,"R",0
100937,30,"R",23,"R",0,"R",0,"R",23,"R",0,"R",0,"R",0
100937,40,"R",8,"R",0,"R",0,"R",0,"R",3,"R",5,"R",0
100937,41,"R",2,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0
100937,42,"R",6,"R",0,"R",0,"R",0,"R",2,"R",4,"R",0
101028, 0,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101028,10,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101028,20,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27
101028,30,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
101028,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101028,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101073, 0,"R",23,"R",0,"R",6,"R",14,"R",3,"R",0,"R",0
101073,10,"R",23,"R",0,"R",6,"R",14,"R",3,"R",0,"R",0
101073,40,"R",23,"R",0,"R",6,"R",14,"R",3,"R",0,"R",0
101073,42,"R",23,"R",0,"R",6,"R",14,"R",3,"R",0,"R",0
101116, 0,"R",14,"R",0,"R",0,"R",3,"R",11,"R",0,"R",0
101116,10,"R",14,"R",0,"R",0,"R",3,"R",11,"R",0,"R",0
101116,40,"R",14,"R",0,"R",0,"R",3,"R",11,"R",0,"R",0
101116,42,"R",14,"R",0,"R",0,"R",3,"R",11,"R",0,"R",0
101143, 0,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"R",75
101143,10,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"R",75
101143,20,"R",46,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46
101143,30,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29
101161, 0,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78
101161,10,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78
101161,20,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62
101161,30,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
101189, 0,"R",105,"R",42,"R",20,"R",39,"R",3,"R",0,"R",1
101189,10,"R",105,"R",42,"R",20,"R",39,"R",3,"R",0,"R",1
101189,20,"R",47,"R",40,"R",7,"R",0,"R",0,"R",0,"R",0
101189,30,"R",38,"R",0,"R",11,"R",26,"R",0,"R",0,"R",1
101189,40,"R",20,"R",2,"R",2,"R",13,"R",3,"R",0,"R",0
101189,42,"R",20,"R",2,"R",2,"R",13,"R",3,"R",0,"R",0
101240, 0,"R",154,"R",0,"R",0,"R",0,"R",0,"R",0,"R",154
101240,10,"R",154,"R",0,"R",0,"R",0,"R",0,"R",0,"R",154
101240,20,"R",130,"R",0,"R",0,"R",0,"R",0,"R",0,"R",130
101240,30,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
101286, 0,"R",130,"R",0,"R",0,"R",0,"R",0,"R",0,"R",130
101286,10,"R",130,"R",0,"R",0,"R",0,"R",0,"R",0,"R",130
101286,20,"R",95,"R",0,"R",0,"R",0,"R",0,"R",0,"R",95
101286,30,"R",34,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34
101286,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101286,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101295, 0,"R",126,"R",0,"R",0,"R",0,"R",0,"R",0,"R",126
101295,10,"R",121,"R",0,"R",0,"R",0,"R",0,"R",0,"R",121
101295,20,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92
101295,30,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29
101295,50,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
101301, 0,"R",54,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54
101301,10,"R",54,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54
101301,20,"R",34,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34
101301,30,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101365, 0,"R",9,"R",1,"R",7,"R",1,"R",0,"R",0,"R",0
101365,10,"R",9,"R",1,"R",7,"R",1,"R",0,"R",0,"R",0
101365,40,"R",9,"R",1,"R",7,"R",1,"R",0,"R",0,"R",0
101365,42,"R",9,"R",1,"R",7,"R",1,"R",0,"R",0,"R",0
101435, 0,"R",51,"R",11,"R",6,"R",34,"R",0,"R",0,"R",0
101435,10,"R",51,"R",11,"R",6,"R",34,"R",0,"R",0,"R",0
101435,20,"R",17,"R",11,"R",6,"R",0,"R",0,"R",0,"R",0
101435,30,"R",26,"R",0,"R",0,"R",26,"R",0,"R",0,"R",0
101435,40,"R",8,"R",0,"R",0,"R",8,"R",0,"R",0,"R",0
101435,42,"R",8,"R",0,"R",0,"R",8,"R",0,"R",0,"R",0
101453, 0,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101453,10,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101453,40,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101453,42,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101462, 0,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33
101462,10,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33
101462,20,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14
101462,30,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
101462,40,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
101462,42,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
101462,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101471, 0,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32
101471,10,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32
101471,20,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27
101471,30,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101471,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101471,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101471,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101480, 0,"R",319,"R",93,"R",71,"R",65,"R",90,"R",0,"R",0
101480,10,"R",319,"R",93,"R",71,"R",65,"R",90,"R",0,"R",0
101480,20,"R",144,"R",85,"R",53,"R",6,"R",0,"R",0,"R",0
101480,30,"R",86,"R",8,"R",18,"R",59,"R",1,"R",0,"R",0
101480,40,"R",89,"R",0,"R",0,"R",0,"R",89,"R",0,"R",0
101480,42,"R",89,"R",0,"R",0,"R",0,"R",89,"R",0,"R",0
101499, 0,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101499,10,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101499,20,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29
101499,30,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101505, 0,"R",147,"R",0,"R",0,"R",0,"R",0,"R",0,"R",147
101505,10,"R",147,"R",0,"R",0,"R",0,"R",0,"R",0,"R",147
101505,20,"R",118,"R",0,"R",0,"R",0,"R",0,"R",0,"R",118
101505,30,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29
101514, 0,"R",137,"R",0,"R",0,"R",0,"R",0,"R",0,"R",137
101514,10,"R",137,"R",0,"R",0,"R",0,"R",0,"R",0,"R",137
101514,20,"R",93,"R",0,"R",0,"R",0,"R",0,"R",0,"R",93
101514,30,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
101514,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101514,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101541, 0,"R",26,"R",6,"R",6,"R",14,"R",0,"R",0,"R",0
101541,10,"R",26,"R",6,"R",6,"R",14,"R",0,"R",0,"R",0
101541,20,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0
101541,30,"R",22,"R",2,"R",6,"R",14,"R",0,"R",0,"R",0
101569, 0,"R",88,"R",0,"R",0,"R",0,"R",0,"R",0,"R",88
101569,10,"R",88,"R",0,"R",0,"R",0,"R",0,"R",0,"R",88
101569,20,"R",81,"R",0,"R",0,"R",0,"R",0,"R",0,"R",81
101569,30,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
101569,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101569,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101587, 0,"R",122,"R",17,"R",26,"R",60,"R",15,"R",4,"R",0
101587,10,"R",122,"R",17,"R",26,"R",60,"R",15,"R",4,"R",0
101587,20,"R",58,"R",15,"R",23,"R",20,"R",0,"R",0,"R",0
101587,30,"R",33,"R",2,"R",3,"R",28,"R",0,"R",0,"R",0
101587,40,"R",31,"R",0,"R",0,"R",12,"R",15,"R",4,"R",0
101587,42,"R",31,"R",0,"R",0,"R",12,"R",15,"R",4,"R",0
101602, 0,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57
101602,10,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57
101602,20,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45
101602,30,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101602,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101602,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101648, 0,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
101648,10,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
101648,20,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
101648,30,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
101675, 0,"R",100,"R",9,"R",10,"R",24,"R",57,"R",0,"R",0
101675,10,"R",100,"R",9,"R",10,"R",24,"R",57,"R",0,"R",0
101675,20,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
101675,30,"R",95,"R",4,"R",10,"R",24,"R",57,"R",0,"R",0
101693, 0,"R",89,"R",19,"R",19,"R",39,"R",10,"R",0,"R",2
101693,10,"R",87,"R",19,"R",19,"R",39,"R",10,"R",0,"R",0
101693,20,"R",9,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0
101693,30,"R",40,"R",10,"R",11,"R",19,"R",0,"R",0,"R",0
101693,40,"R",38,"R",0,"R",8,"R",20,"R",10,"R",0,"R",0
101693,42,"R",38,"R",0,"R",8,"R",20,"R",10,"R",0,"R",0
101693,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101709, 0,"R",141,"R",43,"R",42,"R",51,"R",5,"R",0,"R",0
101709,10,"R",141,"R",43,"R",42,"R",51,"R",5,"R",0,"R",0
101709,20,"R",89,"R",42,"R",39,"R",8,"R",0,"R",0,"R",0
101709,30,"R",49,"R",0,"R",3,"R",43,"R",3,"R",0,"R",0
101709,40,"R",3,"R",1,"R",0,"R",0,"R",2,"R",0,"R",0
101709,42,"R",3,"R",1,"R",0,"R",0,"R",2,"R",0,"R",0
101736, 0,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"R",75
101736,10,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"R",75
101736,20,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62
101736,30,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
101736,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101736,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101879, 0,"R",238,"R",75,"R",53,"R",78,"R",29,"R",0,"R",3
101879,10,"R",235,"R",75,"R",53,"R",78,"R",29,"R",0,"R",0
101879,20,"R",159,"R",75,"R",49,"R",34,"R",1,"R",0,"R",0
101879,30,"R",34,"R",0,"R",2,"R",32,"R",0,"R",0,"R",0
101879,40,"R",42,"R",0,"R",2,"R",12,"R",28,"R",0,"R",0
101879,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
101879,43,"R",41,"R",0,"R",2,"R",12,"R",27,"R",0,"R",0
101879,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101897, 0,"R",55,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55
101897,10,"R",55,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55
101897,20,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
101897,40,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101897,42,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101912, 0,"R",110,"R",25,"R",41,"R",42,"R",2,"R",0,"R",0
101912,10,"R",110,"R",25,"R",41,"R",42,"R",2,"R",0,"R",0
101912,20,"R",22,"R",15,"R",6,"R",1,"R",0,"R",0,"R",0
101912,30,"R",60,"R",10,"R",35,"R",15,"R",0,"R",0,"R",0
101912,40,"R",28,"R",0,"R",0,"R",26,"R",2,"R",0,"R",0
101912,42,"R",28,"R",0,"R",0,"R",26,"R",2,"R",0,"R",0
101949, 0,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101949,10,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101949,20,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30
101949,30,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101994, 0,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26
101994,10,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26
101994,20,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
101994,30,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
102030, 0,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82
102030,10,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82
102030,20,"R",47,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47
102030,30,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
102030,40,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27
102030,42,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27
102049, 0,"R",301,"R",101,"R",70,"R",108,"R",22,"R",0,"R",0
102049,10,"R",301,"R",101,"R",70,"R",108,"R",22,"R",0,"R",0
102049,20,"R",153,"R",96,"R",49,"R",8,"R",0,"R",0,"R",0
102049,30,"R",59,"R",2,"R",12,"R",45,"R",0,"R",0,"R",0
102049,40,"R",89,"R",3,"R",9,"R",55,"R",22,"R",0,"R",0
102049,42,"R",25,"R",1,"R",4,"R",16,"R",4,"R",0,"R",0
102049,43,"R",64,"R",2,"R",5,"R",39,"R",18,"R",0,"R",0
102058, 0,"R",54,"R",0,"R",2,"R",3,"R",30,"R",19,"R",0
102058,10,"R",54,"R",0,"R",2,"R",3,"R",30,"R",19,"R",0
102058,40,"R",54,"R",0,"R",2,"R",3,"R",30,"R",19,"R",0
102058,42,"R",35,"R",0,"R",2,"R",3,"R",30,"R",0,"R",0
102058,43,"R",19,"R",0,"R",0,"R",0,"R",0,"R",19,"R",0
102067, 0,"R",97,"R",0,"R",0,"R",0,"R",0,"R",0,"R",97
102067,10,"R",97,"R",0,"R",0,"R",0,"R",0,"R",0,"R",97
102067,20,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"R",68
102067,30,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28
102067,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102067,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102076, 0,"R",34,"R",0,"R",0,"R",0,"R",34,"R",0,"R",0
102076,10,"R",34,"R",0,"R",0,"R",0,"R",34,"R",0,"R",0
102076,20,"R",26,"R",0,"R",0,"R",0,"R",26,"R",0,"R",0
102076,30,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
102094, 0,"R",740,"R",201,"R",177,"R",233,"R",127,"R",2,"R",0
102094,10,"R",740,"R",201,"R",177,"R",233,"R",127,"R",2,"R",0
102094,20,"R",297,"R",162,"R",127,"R",8,"R",0,"R",0,"R",0
102094,30,"R",122,"R",5,"R",7,"R",110,"R",0,"R",0,"R",0
102094,40,"R",321,"R",34,"R",43,"R",115,"R",127,"R",2,"R",0
102094,42,"R",234,"R",33,"R",43,"R",96,"R",61,"R",1,"R",0
102094,43,"R",87,"R",1,"R",0,"R",19,"R",66,"R",1,"R",0
102234, 0,"R",75,"R",15,"R",27,"R",29,"R",4,"R",0,"R",0
102234,10,"R",75,"R",15,"R",27,"R",29,"R",4,"R",0,"R",0
102234,20,"R",38,"R",15,"R",23,"R",0,"R",0,"R",0,"R",0
102234,30,"R",31,"R",0,"R",4,"R",27,"R",0,"R",0,"R",0
102234,40,"R",6,"R",0,"R",0,"R",2,"R",4,"R",0,"R",0
102234,42,"R",6,"R",0,"R",0,"R",2,"R",4,"R",0,"R",0
102261, 0,"R",7,"R",3,"R",1,"R",3,"R",0,"R",0,"R",0
102261,10,"R",7,"R",3,"R",1,"R",3,"R",0,"R",0,"R",0
102261,40,"R",7,"R",3,"R",1,"R",3,"R",0,"R",0,"R",0
102261,42,"R",7,"R",3,"R",1,"R",3,"R",0,"R",0,"R",0
102270, 0,"R",53,"R",6,"R",21,"R",24,"R",2,"R",0,"R",0
102270,10,"R",53,"R",6,"R",21,"R",24,"R",2,"R",0,"R",0
102270,20,"R",19,"R",3,"R",14,"R",2,"R",0,"R",0,"R",0
102270,30,"R",33,"R",3,"R",7,"R",21,"R",2,"R",0,"R",0
102270,40,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
102270,42,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
102298, 0,"R",36,"R",6,"R",15,"R",13,"R",2,"R",0,"R",0
102298,10,"R",36,"R",6,"R",15,"R",13,"R",2,"R",0,"R",0
102298,20,"R",10,"R",6,"R",4,"R",0,"R",0,"R",0,"R",0
102298,30,"R",26,"R",0,"R",11,"R",13,"R",2,"R",0,"R",0
102313, 0,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65
102313,10,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65
102313,20,"R",51,"R",0,"R",0,"R",0,"R",0,"R",0,"R",51
102313,30,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
102313,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102313,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102368, 0,"R",567,"R",91,"R",138,"R",213,"R",7,"R",118,"R",0
102368,10,"R",567,"R",91,"R",138,"R",213,"R",7,"R",118,"R",0
102368,20,"R",220,"R",78,"R",90,"R",51,"R",1,"R",0,"R",0
102368,30,"R",174,"R",6,"R",41,"R",121,"R",2,"R",4,"R",0
102368,40,"R",173,"R",7,"R",7,"R",41,"R",4,"R",114,"R",0
102368,41,"R",173,"R",7,"R",7,"R",41,"R",4,"R",114,"R",0
102377, 0,"R",272,"R",45,"R",55,"R",127,"R",37,"R",8,"R",0
102377,10,"R",272,"R",45,"R",55,"R",127,"R",37,"R",8,"R",0
102377,20,"R",92,"R",35,"R",34,"R",21,"R",2,"R",0,"R",0
102377,30,"R",91,"R",4,"R",8,"R",67,"R",11,"R",1,"R",0
102377,40,"R",89,"R",6,"R",13,"R",39,"R",24,"R",7,"R",0
102377,42,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
102377,43,"R",88,"R",6,"R",13,"R",38,"R",24,"R",7,"R",0
102395, 0,"R",9,"R",2,"R",1,"R",4,"R",2,"R",0,"R",0
102395,10,"R",9,"R",2,"R",1,"R",4,"R",2,"R",0,"R",0
102395,40,"R",9,"R",2,"R",1,"R",4,"R",2,"R",0,"R",0
102395,42,"R",9,"R",2,"R",1,"R",4,"R",2,"R",0,"R",0
102429, 0,"R",114,"R",0,"R",0,"R",0,"R",0,"R",0,"R",114
102429,10,"R",114,"R",0,"R",0,"R",0,"R",0,"R",0,"R",114
102429,20,"R",93,"R",0,"R",0,"R",0,"R",0,"R",0,"R",93
102429,30,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
102429,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102429,43,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102553, 0,"R",533,"R",103,"R",143,"R",228,"R",56,"R",0,"R",3
102553,10,"R",530,"R",103,"R",143,"R",228,"R",56,"R",0,"R",0
102553,20,"R",225,"R",101,"R",119,"R",5,"R",0,"R",0,"R",0
102553,30,"R",147,"R",0,"R",16,"R",130,"R",1,"R",0,"R",0
102553,40,"R",158,"R",2,"R",8,"R",93,"R",55,"R",0,"R",0
102553,41,"R",79,"R",2,"R",4,"R",40,"R",33,"R",0,"R",0
102553,42,"R",77,"R",0,"R",4,"R",51,"R",22,"R",0,"R",0
102553,43,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
102553,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102580, 0,"R",20,"R",7,"R",0,"R",0,"R",3,"R",0,"R",10
102580,10,"R",10,"R",7,"R",0,"R",0,"R",3,"R",0,"R",0
102580,40,"R",10,"R",7,"R",0,"R",0,"R",3,"R",0,"R",0
102580,43,"R",10,"R",7,"R",0,"R",0,"R",3,"R",0,"R",0
102580,50,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
102614, 0,"R",409,"R",87,"R",116,"R",162,"R",40,"R",0,"R",4
102614,10,"R",406,"R",87,"R",116,"R",162,"R",40,"R",0,"R",1
102614,20,"R",195,"R",86,"R",109,"R",0,"R",0,"R",0,"R",0
102614,30,"R",97,"R",0,"R",3,"R",94,"R",0,"R",0,"R",0
102614,40,"R",114,"R",1,"R",4,"R",68,"R",40,"R",0,"R",1
102614,41,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
102614,42,"R",113,"R",1,"R",4,"R",67,"R",40,"R",0,"R",1
102614,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102632, 0,"R",99,"R",7,"R",31,"R",59,"R",1,"R",0,"R",1
102632,10,"R",98,"R",7,"R",31,"R",59,"R",1,"R",0,"R",0
